Seq_id	Size	Description
205	-	1823664	1819108	4556
207	-	1667649	1663093	4556
211	+	2284720	2289276	4556
214	-	3633743	3629187	4556
216	+	2359846	2364402	4556
217	-	905378	900809	4569
218	+	4731920	4736475	4555
219	+	1549305	1553861	4556
220	+	2580118	2584673	4555
221	-	1324117	1319548	4569
225	-	4652038	4647482	4556
227	-	3998312	3993756	4556
230	+	382755	387311	4556
233	+	739702	744258	4556
235	+	3863913	3868469	4556
238	-	4226539	4221984	4555
239	-	4252022	4247466	4556
240	+	1691432	1696001	4569
242	+	1496028	1500584	4556
244	+	1990224	1994771	4547
245	+	1423444	1427997	4553
247	-	1062290	1057734	4556
249	-	1714066	1709510	4556
250	-	826459	821905	4554
252	+	3236758	3241313	4555
253	+	4377238	4381793	4555
257	+	3651758	3656314	4556
258	+	100533	105089	4556
260	-	3078490	3073938	4552
261	+	501435	505990	4555
262	+	2307853	2312409	4556
265	-	312999	308444	4555
266	+	2584751	2589307	4556
269	+	1528882	1533438	4556
272	+	398309	402862	4553
275	-	1636096	1631540	4556
276	-	1650871	1646315	4556
279	-	1251676	1247120	4556
282	-	2203779	2199223	4556
283	+	1623404	1627960	4556
285	-	1220303	1215747	4556
287	+	653924	658480	4556
288	-	1667325	1662769	4556
289	-	2156891	2152335	4556
290	+	619914	624470	4556
291	-	1707287	1702731	4556
292	-	1968835	1964279	4556
300	+	2554530	2559086	4556
301	-	1689806	1685250	4556
305	+	2568305	2572861	4556
308	-	1722918	1718362	4556
309	-	1976870	1972314	4556
310	+	2952962	2957518	4556
312	-	516226	511672	4554
316	-	309756	305200	4556
319	-	2416593	2412037	4556
320	+	1570598	1575154	4556
323	-	4062228	4057672	4556
324	+	938320	942876	4556
326	+	764963	769519	4556
327	-	1659388	1654832	4556
328	+	3288221	3292777	4556
329	+	663977	668533	4556
330	-	1647364	1642808	4556
331	-	2981079	2976523	4556
335	+	4362605	4367161	4556
338	+	1708931	1713484	4553
341	-	3497198	3492642	4556
342	-	1502394	1497838	4556
343	+	204460	209016	4556
344	-	3859431	3854875	4556
--------------------------------------------------------------------------------
Block #947
Seq_id	Strand	Start	End	Length
95	+	4192184	4194164	1980
99	+	1766452	1768431	1979
100	+	172774	174753	1979
102	+	2659856	2661836	1980
103	+	1876473	1878452	1979
105	-	906611	904631	1980
108	-	1757188	1755208	1980
110	+	482799	484779	1980
112	+	2152789	2154768	1979
114	+	2454506	2456485	1979
118	-	3061879	3059899	1980
119	-	3785700	3783720	1980
120	+	2223593	2225572	1979
121	-	1628534	1626554	1980
122	+	4439681	4441660	1979
123	+	4046391	4048371	1980
124	+	2111297	2113277	1980
127	+	620139	622119	1980
128	-	2984923	2982943	1980
132	+	4317873	4319853	1980
134	+	2058972	2060952	1980
137	-	4533712	4531732	1980
139	-	3974017	3972037	1980
140	+	2118211	2120180	1969
141	-	2231695	2229715	1980
144	-	1635777	1633808	1969
145	+	2674446	2676425	1979
148	-	1001954	999974	1980
149	-	1858038	1856058	1980
153	-	1671841	1669861	1980
154	+	852202	854182	1980
155	-	1713157	1711177	1980
157	-	4426321	4424341	1980
159	+	1620468	1622448	1980
160	+	1788442	1790422	1980
161	+	2574407	2576387	1980
163	+	2770498	2772478	1980
167	-	3045595	3043613	1982
168	+	3277792	3279772	1980
171	+	2449626	2451593	1967
173	+	2495847	2497826	1979
175	-	1333019	1331039	1980
176	-	2193792	2191812	1980
179	+	1495876	1497845	1969
180	-	2350453	2348473	1980
183	-	1087693	1085713	1980
184	+	421828	423808	1980
185	-	1233339	1231359	1980
189	-	2189040	2187060	1980
192	+	4769298	4771278	1980
199	+	2002150	2004130	1980
200	-	1643634	1641654	1980
205	-	1828300	1826320	1980
207	-	1672286	1670306	1980
211	+	2278866	2280846	1980
214	-	3638379	3636399	1980
216	+	2354763	2356743	1980
217	-	910461	908481	1980
219	+	1544222	1546201	1979
220	+	2574441	2576421	1980
221	-	1329200	1327220	1980
225	-	4656674	4654694	1980
227	-	4002948	4000968	1980
230	+	377899	379833	1934
233	+	734619	736599	1980
235	+	3858830	3860810	1980
238	-	4231622	4229642	1980
239	-	4257105	4255125	1980
240	+	1687275	1689255	1980
242	+	1490945	1492925	1980
244	+	1985318	1987287	1969
245	+	1418556	1420536	1980
247	-	1067373	1065393	1980
249	-	1718702	1716722	1980
250	-	831538	829559	1979
252	+	3231676	3233656	1980
253	+	4372155	4374135	1980
257	+	3646675	3648655	1980
258	+	95450	97430	1980
260	-	3083569	3081589	1980
261	+	496352	498332	1980
262	+	2303217	2305196	1979
265	-	318082	316102	1980
266	+	2579668	2581648	1980
269	+	1523810	1525779	1969
272	+	393228	395208	1980
275	-	1640732	1638752	1980
276	-	1655507	1653527	1980
279	-	1255850	1253870	1980
282	-	2208862	2206882	1980
283	+	1618321	1620301	1980
285	-	1225386	1223406	1980
287	+	649289	651268	1979
288	-	1673569	1671589	1980
289	-	2161065	2159085	1980
290	+	614831	616811	1980
291	-	1711924	1709944	1980
292	-	1973471	1971491	1980
300	+	2549461	2551428	1967
301	-	1694442	1692462	1980
305	+	2563222	2565202	1980
308	-	1727554	1725574	1980
309	-	1981506	1979526	1980
310	+	2947879	2949859	1980
312	-	521309	519329	1980
316	-	314839	312859	1980
319	-	2421676	2419696	1980
320	+	1565962	1567941	1979
323	-	4066402	4064422	1980
324	+	931871	933851	1980
326	+	760327	762306	1979
327	-	1664024	1662044	1980
328	+	3283585	3285564	1979
329	+	659341	661320	1979
330	-	1651538	1649558	1980
331	-	2986150	2984181	1969
335	+	4357095	4359075	1980
338	+	1703848	1705828	1980
342	-	1508844	1506864	1980
343	+	198784	200764	1980
344	-	3865882	3863902	1980
--------------------------------------------------------------------------------
Block #946
Seq_id	Strand	Start	End	Length
95	+	4188207	4190415	2208
99	+	1761699	1763907	2208
100	+	168021	170229	2208
102	+	2653181	2655389	2208
103	+	1871720	1873928	2208
105	-	912021	909815	2206
108	-	1761939	1759732	2207
110	+	477500	479708	2208
112	+	2148736	2150928	2192
114	+	2449753	2451961	2208
118	-	3067170	3064963	2207
119	-	3790984	3788777	2207
120	+	2218840	2221048	2208
121	-	1635217	1633010	2207
122	+	4434928	4437136	2208
123	+	4041107	4043315	2208
124	+	2106026	2108234	2208
127	+	614854	617062	2208
128	-	2989675	2987468	2207
130	-	5189	2982	2207
132	+	4312609	4314817	2208
134	+	2053666	2055874	2208
137	-	4538464	4536257	2207
139	-	3979301	3977094	2207
140	+	2112796	2115004	2208
141	-	2236447	2234240	2207
144	-	1641066	1638860	2206
145	+	2669693	2671901	2208
148	-	1006706	1004499	2207
149	-	1863446	1861240	2206
153	-	1676593	1674386	2207
154	+	846771	848979	2208
155	-	1717909	1715702	2207
157	-	4431730	4429524	2206
159	+	1615162	1617370	2208
160	+	1780938	1783146	2208
161	+	2569129	2571337	2208
163	+	2763823	2766031	2208
167	-	3050350	3048143	2207
168	+	3272510	3274718	2208
170	-	3878578	3876371	2207
171	+	2445650	2447858	2208
173	+	2491794	2493986	2192
175	-	1338302	1336095	2207
176	-	2201295	2199088	2207
179	+	1490460	1492668	2208
180	-	2355205	2352998	2207
183	-	1092970	1090763	2207
184	+	415153	417361	2208
185	-	1238616	1236409	2207
189	-	2194352	2192145	2207
192	+	4763999	4766207	2208
199	+	1997397	1999605	2208
200	-	1648386	1646179	2207
205	-	1833052	1830845	2207
207	-	1677038	1674831	2207
211	+	2272142	2274350	2208
214	-	3642431	3640240	2191
216	+	2349450	2351658	2208
217	-	917186	914979	2207
219	+	1539469	1541677	2208
220	+	2567757	2569965	2208
221	-	1335874	1333667	2207
225	-	4661426	4659219	2207
227	-	4007699	4005492	2207
230	+	373876	376083	2207
233	+	729329	731535	2206
235	+	3852155	3854363	2208
238	-	4237035	4234828	2207
239	-	4262382	4260175	2207
240	+	1680600	1682808	2208
242	+	1486192	1488400	2208
244	+	1981347	1983555	2208
245	+	1413276	1415483	2207
247	-	1072670	1070463	2207
249	-	1723454	1721247	2207
250	-	836813	834608	2205
252	+	3224148	3226356	2208
253	+	4365963	4368171	2208
257	+	3641397	3643605	2208
258	+	88766	90974	2208
260	-	3089751	3087545	2206
261	+	490160	492368	2208
262	+	2298464	2300672	2208
265	-	324273	322066	2207
266	+	2574376	2576584	2208
269	+	1518395	1520603	2208
272	+	387816	390023	2207
275	-	1645484	1643277	2207
276	-	1660259	1658052	2207
279	-	1261263	1259056	2207
282	-	2214146	2211939	2207
283	+	1613022	1615230	2208
285	-	1230669	1228463	2206
287	+	645236	647428	2192
288	-	1678970	1676763	2207
289	-	2166477	2164271	2206
290	+	609574	611782	2208
291	-	1716676	1714469	2207
292	-	1978222	1976015	2207
300	+	2545486	2547694	2208
301	-	1699194	1696987	2207
305	+	2558469	2560677	2208
308	-	1732306	1730099	2207
309	-	1986257	1984050	2207
310	+	2942539	2944747	2208
312	-	527495	525288	2207
316	-	320101	317894	2207
319	-	2425645	2423438	2207
320	+	1561209	1563417	2208
323	-	4071814	4069608	2206
324	+	926457	928665	2208
326	+	755575	757783	2208
327	-	1668776	1666569	2207
328	+	3278832	3281040	2208
329	+	654588	656796	2208
330	-	1656951	1654744	2207
331	-	2991563	2989356	2207
335	+	4351680	4353888	2208
338	+	1696390	1698598	2208
342	-	1514254	1512049	2205
343	+	193379	195587	2208
344	-	3871283	3869076	2207
--------------------------------------------------------------------------------
Block #945
Seq_id	Strand	Start	End	Length
95	+	4184433	4187832	3399
99	+	1757924	1761324	3400
100	+	164246	167646	3400
102	+	2649406	2652806	3400
103	+	1867946	1871346	3400
105	-	915795	912397	3398
108	-	1765714	1762315	3399
110	+	473725	477125	3400
112	+	2144961	2148361	3400
114	+	2445978	2449378	3400
118	-	3070945	3067546	3399
119	-	3794759	3791360	3399
120	+	2215065	2218465	3400
121	-	1639749	1636359	3390
122	+	4431153	4434553	3400
123	+	4037332	4040732	3400
124	+	2102251	2105651	3400
127	+	611079	614479	3400
128	-	2993450	2990051	3399
130	-	8964	5565	3399
132	+	4308834	4312234	3400
134	+	2049891	2053291	3400
137	-	4542239	4538840	3399
139	-	3983076	3979677	3399
140	+	2109023	2112421	3398
141	-	2240222	2236823	3399
144	-	1645505	1642222	3283
145	+	2665918	2669318	3400
148	-	1010481	1007082	3399
149	-	1867212	1863815	3397
153	-	1680302	1676969	3333
154	+	842996	846396	3400
155	-	1721684	1718285	3399
157	-	4435504	4432106	3398
159	+	1611387	1614787	3400
160	+	1777164	1780563	3399
161	+	2565354	2568754	3400
163	+	2760048	2763448	3400
167	-	3054125	3050726	3399
168	+	3268736	3272136	3400
170	-	3883110	3879720	3390
171	+	2441875	2445275	3400
173	+	2488019	2491419	3400
175	-	1342077	1338678	3399
176	-	2205063	2201665	3398
179	+	1486687	1490085	3398
180	-	2358979	2355581	3398
183	-	1096745	1093346	3399
184	+	411378	414778	3400
185	-	1242391	1238992	3399
189	-	2198127	2194728	3399
192	+	4760224	4763624	3400
199	+	1993688	1997022	3334
200	-	1652161	1648762	3399
205	-	1836827	1833428	3399
207	-	1680813	1677414	3399
211	+	2268369	2271767	3398
214	-	3646206	3642807	3399
216	+	2345675	2349075	3400
217	-	920959	917562	3397
218	+	4725054	4728454	3400
219	+	1535760	1539094	3334
220	+	2563225	2566616	3391
221	-	1339649	1336250	3399
225	-	4665201	4661802	3399
227	-	4011474	4008075	3399
230	+	370101	373501	3400
233	+	725554	728954	3400
235	+	3848380	3851780	3400
238	-	4240803	4237405	3398
239	-	4266157	4262758	3399
240	+	1676825	1680225	3400
242	+	1482418	1485817	3399
244	+	1977570	1980972	3402
245	+	1409503	1412901	3398
247	-	1076445	1073046	3399
249	-	1727229	1723830	3399
250	-	840588	837189	3399
252	+	3220380	3223779	3399
253	+	4362195	4365594	3399
257	+	3637622	3641022	3400
258	+	84992	88391	3399
260	-	3093514	3090120	3394
261	+	486392	489791	3399
262	+	2294689	2298089	3400
265	-	328041	324643	3398
266	+	2570601	2574001	3400
269	+	1514622	1518020	3398
272	+	384041	387441	3400
275	-	1649259	1645860	3399
276	-	1664034	1660635	3399
279	-	1265037	1261639	3398
282	-	2217921	2214522	3399
283	+	1609247	1612647	3400
285	-	1234444	1231045	3399
287	+	641461	644861	3400
288	-	1683502	1680112	3390
289	-	2170251	2166853	3398
290	+	605799	609199	3400
291	-	1720451	1717052	3399
292	-	1981997	1978598	3399
300	+	2541711	2545111	3400
301	-	1702969	1699570	3399
305	+	2554695	2558094	3399
308	-	1736081	1732682	3399
309	-	1990032	1986633	3399
310	+	2938764	2942164	3400
312	-	531263	527865	3398
316	-	323876	320477	3399
319	-	2429418	2426037	3381
320	+	1556657	1560057	3400
323	-	4075588	4072190	3398
324	+	921925	925316	3391
326	+	751800	755200	3400
327	-	1672551	1669152	3399
328	+	3275057	3278457	3400
329	+	650813	654213	3400
330	-	1660725	1657327	3398
331	-	2995336	2991939	3397
335	+	4347148	4350539	3391
338	+	1692615	1696015	3400
341	-	3504067	3500668	3399
342	-	1518785	1515395	3390
343	+	188847	192238	3391
344	-	3875814	3872425	3389
--------------------------------------------------------------------------------
Block #944
Seq_id	Strand	Start	End	Length
95	+	4174128	4183307	9179
99	+	1747523	1756798	9275
100	+	153846	163120	9274
102	+	2639013	2648287	9274
103	+	1857547	1866820	9273
105	-	926100	916921	9179
108	-	1776117	1766840	9277
110	+	462204	471476	9272
112	+	2134560	2143835	9275
114	+	2435577	2444852	9275
118	-	3081339	3072064	9275
119	-	3805150	3795878	9272
120	+	2204664	2213939	9275
121	-	1650245	1640881	9364
122	+	4420750	4430027	9277
123	+	4026941	4036213	9272
124	+	2091860	2101132	9272
127	+	600688	609960	9272
128	-	3003852	2994576	9276
130	-	22743	13468	9275
132	+	4298443	4307715	9272
134	+	2038370	2047642	9272
137	-	4552640	4543365	9275
139	-	3996858	3987586	9272
140	+	2098651	2107927	9276
141	-	2250622	2241348	9274
144	-	1655775	1646637	9138
145	+	2655517	2664792	9275
148	-	1020883	1011607	9276
149	-	1877509	1868338	9171
153	-	1690703	1681428	9275
154	+	832601	841871	9270
155	-	1732086	1722810	9276
157	-	4445809	4436630	9179
159	+	1600996	1610268	9272
160	+	1766861	1776038	9177
161	+	2554963	2564235	9272
163	+	2749655	2758929	9274
167	-	3064335	3055251	9084
168	+	3257212	3266486	9274
170	-	3893606	3884242	9364
171	+	2431478	2440750	9272
173	+	2477618	2486893	9275
175	-	1353599	1344327	9272
176	-	2215368	2206189	9179
179	+	1476315	1485591	9276
180	-	2369285	2360105	9180
183	-	1108269	1098994	9275
184	+	400987	410259	9272
185	-	1252782	1243510	9272
189	-	2208518	2199246	9272
192	+	4749841	4759105	9264
199	+	1983288	1992562	9274
200	-	1662563	1653287	9276
205	-	1847229	1837953	9276
207	-	1691215	1681939	9276
211	+	2256704	2265976	9272
214	-	3656608	3647332	9276
216	+	2335284	2344556	9272
217	-	931330	922055	9275
218	+	4714663	4723929	9266
219	+	1525360	1534634	9274
220	+	2552731	2562093	9362
221	-	1350044	1340768	9276
225	-	4675603	4666327	9276
227	-	4021876	4012600	9276
230	+	359793	368975	9182
233	+	715163	724435	9272
235	+	3837987	3847261	9274
238	-	4251108	4241929	9179
239	-	4277682	4268407	9275
240	+	1666432	1675706	9274
242	+	1472209	1481292	9083
244	+	1967171	1976446	9275
245	+	1399104	1408378	9274
247	-	1086836	1077564	9272
249	-	1737631	1728355	9276
250	-	850888	841713	9175
252	+	3210083	3219254	9171
253	+	4351890	4361069	9179
257	+	3626101	3635372	9271
258	+	74591	83866	9275
260	-	3103816	3094639	9177
261	+	476087	485266	9179
262	+	2284288	2293563	9275
265	-	338347	329167	9180
266	+	2560210	2569482	9272
269	+	1504251	1513526	9275
272	+	373743	382916	9173
275	-	1659661	1650385	9276
276	-	1674340	1665160	9180
279	-	1275438	1266163	9275
282	-	2229443	2220171	9272
283	+	1598854	1608128	9274
285	-	1245965	1236694	9271
287	+	631062	640336	9274
288	-	1693998	1684634	9364
289	-	2180557	2171377	9180
290	+	595406	604680	9274
291	-	1730853	1721577	9276
292	-	1992398	1983123	9275
300	+	2531315	2540586	9271
301	-	1713371	1704095	9276
305	+	2544390	2553569	9179
308	-	1746484	1737207	9277
309	-	2000434	1991158	9276
310	+	2927243	2936517	9274
312	-	541567	532388	9179
316	-	334267	324995	9272
319	-	2439820	2430544	9276
320	+	1546256	1555531	9275
323	-	4085894	4076714	9180
324	+	911431	920793	9362
326	+	741399	750674	9275
327	-	1682953	1673677	9276
328	+	3264656	3273931	9275
329	+	640412	649687	9275
330	-	1671030	1661851	9179
331	-	3005709	2996432	9277
335	+	4335879	4345229	9350
338	+	1682503	1691489	8986
341	-	3514464	3505192	9272
342	-	1529280	1519917	9363
343	+	178352	187715	9363
344	-	3887080	3877731	9349
--------------------------------------------------------------------------------
Block #943
Seq_id	Strand	Start	End	Length
95	+	4170322	4174126	3804
99	+	1743717	1747521	3804
100	+	150040	153844	3804
102	+	2633769	2637583	3814
103	+	1853742	1857545	3803
105	-	930684	926101	4583
108	-	1779923	1776118	3805
110	+	456957	460771	3814
112	+	2130754	2134558	3804
114	+	2431771	2435575	3804
118	-	3086585	3082770	3815
119	-	3810398	3806583	3815
120	+	2200858	2204662	3804
121	-	1654051	1650246	3805
122	+	4416944	4420748	3804
123	+	4021694	4025508	3814
124	+	2086613	2090427	3814
127	+	595441	599255	3814
128	-	3007658	3003853	3805
130	-	27989	24174	3815
132	+	4293196	4297010	3814
134	+	2033123	2036937	3814
137	-	4556446	4552641	3805
139	-	4002106	3998291	3815
140	+	2094845	2098649	3804
141	-	2254428	2250623	3805
144	-	1659581	1655776	3805
145	+	2651711	2655515	3804
148	-	1024689	1020884	3805
149	-	1881306	1877510	3796
153	-	1694509	1690704	3805
154	-	1054483	1050665	3818
155	-	1735892	1732087	3805
157	-	4450393	4445810	4583
159	+	1595749	1599563	3814
160	+	1762277	1766859	4582
161	+	2549716	2553530	3814
163	+	2744410	2748224	3814
167	-	3068141	3064336	3805
168	+	3251970	3255784	3814
170	-	3897412	3893607	3805
171	+	2426231	2430049	3818
173	+	2473812	2477616	3804
175	-	1358847	1355032	3815
176	-	2219174	2215369	3805
179	+	1472509	1476313	3804
180	-	2373097	2369286	3811
183	-	1113513	1109698	3815
184	+	395742	399556	3814
185	-	1258030	1254215	3815
189	-	2213766	2209951	3815
192	+	4744586	4748400	3814
199	+	1979482	1983286	3804
200	-	1666369	1662564	3805
205	-	1851035	1847230	3805
207	-	1695069	1691216	3853
211	+	2252899	2256702	3803
214	-	3660414	3656609	3805
216	+	2330037	2333851	3814
217	-	935136	931331	3805
218	-	4882639	4878824	3815
219	+	1521554	1525358	3804
220	+	2548925	2552729	3804
221	-	1355288	1351473	3815
225	-	4679409	4675604	3805
227	-	4025682	4021877	3805
230	+	355987	359791	3804
233	+	709916	713730	3814
235	+	3832742	3836556	3814
238	-	4254914	4251109	3805
239	-	4282926	4279111	3815
240	+	1661187	1665001	3814
242	+	1468397	1472207	3810
244	+	1963365	1967169	3804
245	+	1395298	1399102	3804
247	-	1092084	1088269	3815
249	-	1741436	1737632	3804
250	-	856136	852318	3818
252	+	3206277	3210081	3804
253	+	4348084	4351888	3804
257	+	3620854	3624668	3814
258	+	70785	74589	3804
260	-	3107621	3103817	3804
261	+	472281	476085	3804
262	+	2280482	2284286	3804
265	-	342153	338348	3805
266	+	2554963	2558777	3814
269	+	1500445	1504249	3804
272	+	368500	372316	3816
275	-	1663467	1659662	3805
276	-	1678146	1674341	3805
279	-	1280022	1275439	4583
282	-	2234691	2230876	3815
283	+	1593611	1597425	3814
285	-	1251213	1247398	3815
287	+	627257	631060	3803
288	-	1697804	1693999	3805
289	-	2185141	2180558	4583
290	+	590162	593976	3814
291	-	1734659	1730854	3805
292	-	1996204	1992399	3805
300	+	2526071	2529888	3817
301	-	1717177	1713372	3805
305	+	2540578	2544388	3810
308	-	1750290	1746485	3805
309	-	2004240	2000435	3805
310	+	2922005	2925819	3814
312	-	545373	541568	3805
316	-	339515	335700	3815
319	-	2443626	2439821	3805
320	+	1542449	1546254	3805
323	-	4090478	4085895	4583
324	+	907625	911429	3804
326	+	737593	741397	3804
327	-	1686759	1682954	3805
328	+	3260850	3264654	3804
329	+	636606	640410	3804
330	-	1675614	1671031	4583
331	-	3009514	3005710	3804
335	+	4332073	4335877	3804
338	+	1678697	1682501	3804
341	+	3279838	3283656	3818
342	-	1533086	1529281	3805
343	+	174546	178350	3804
344	-	3890886	3887081	3805
--------------------------------------------------------------------------------
Block #942
Seq_id	Strand	Start	End	Length
95	+	4166428	4170250	3822
99	+	1738487	1742309	3822
100	+	144810	148632	3822
102	+	2629875	2633697	3822
103	+	1848512	1852334	3822
105	-	934578	930756	3822
108	-	1785152	1781330	3822
110	+	453063	456885	3822
112	+	2125524	2129346	3822
114	+	2426541	2430363	3822
118	-	3090479	3086657	3822
119	-	3814292	3810470	3822
120	+	2195628	2199450	3822
121	-	1657973	1654123	3850
122	+	4411714	4415536	3822
123	+	4017800	4021622	3822
124	+	2082719	2086541	3822
127	+	591547	595369	3822
128	-	3012888	3009066	3822
130	-	31883	28061	3822
132	+	4289302	4293124	3822
134	+	2029229	2033051	3822
137	-	4561676	4557854	3822
139	-	4006000	4002178	3822
140	+	2090951	2094773	3822
141	-	2259658	2255836	3822
144	-	1663489	1659653	3836
145	+	2646481	2650303	3822
148	-	1029919	1026097	3822
149	-	1885196	1881378	3818
153	-	1699739	1695917	3822
154	-	1058377	1054555	3822
155	-	1741122	1737300	3822
157	-	4454287	4450465	3822
159	+	1591855	1595677	3822
160	+	1758383	1762205	3822
161	+	2545822	2549644	3822
163	+	2740516	2744338	3822
167	-	3073370	3069549	3821
168	+	3248076	3251898	3822
170	-	3901327	3897484	3843
171	+	2422345	2426159	3814
173	+	2468582	2472404	3822
175	-	1362741	1358919	3822
176	-	2223068	2219246	3822
179	+	1468615	1472437	3822
180	-	2376888	2373169	3719
183	-	1117407	1113585	3822
184	+	391848	395670	3822
185	-	1261924	1258102	3822
189	-	2217660	2213838	3822
192	+	4740692	4744514	3822
199	+	1974253	1978074	3821
200	-	1671599	1667777	3822
205	-	1856265	1852443	3822
207	-	1700299	1696477	3822
211	+	2249005	2252827	3822
214	-	3665644	3661822	3822
216	+	2326143	2329965	3822
217	-	939030	935208	3822
218	-	4886533	4882711	3822
219	+	1516324	1520146	3822
220	+	2545003	2548853	3850
221	-	1359182	1355360	3822
225	-	4684639	4680817	3822
227	-	4030912	4027090	3822
230	+	352093	355915	3822
233	+	706022	709844	3822
235	+	3828848	3832670	3822
238	-	4258808	4254986	3822
239	-	4286820	4282998	3822
240	+	1657293	1661115	3822
242	+	1464606	1468325	3719
244	+	1959471	1963293	3822
245	+	1391467	1395226	3759
247	-	1095978	1092156	3822
249	-	1746665	1742843	3822
250	-	860022	856208	3814
252	+	3202367	3206205	3838
253	+	4344190	4348012	3822
257	+	3616960	3620782	3822
258	+	66899	70713	3814
260	-	3111514	3107693	3821
261	+	468387	472209	3822
262	+	2275252	2279074	3822
265	-	346047	342225	3822
266	+	2551069	2554891	3822
269	+	1496551	1500373	3822
272	+	364615	368428	3813
275	-	1668697	1664875	3822
276	-	1683376	1679554	3822
279	-	1283916	1280094	3822
282	-	2238585	2234763	3822
283	+	1589717	1593539	3822
285	-	1255107	1251285	3822
287	+	622027	625849	3822
288	-	1701712	1697876	3836
289	-	2189035	2185213	3822
290	+	586268	590090	3822
291	-	1739889	1736067	3822
292	-	2001434	1997612	3822
300	+	2522185	2525999	3814
301	-	1722407	1718585	3822
305	+	2536787	2540506	3719
308	-	1755521	1751699	3822
309	-	2009470	2005648	3822
310	+	2918111	2921933	3822
312	-	549267	545445	3822
316	-	343409	339587	3822
319	-	2447520	2443698	3822
320	+	1537219	1541041	3822
323	-	4094372	4090550	3822
324	+	903717	907553	3836
326	+	732363	736185	3822
327	-	1691989	1688167	3822
328	+	3255620	3259442	3822
329	+	631376	635198	3822
330	-	1679508	1675686	3822
331	-	3013408	3009586	3822
335	+	4328165	4332001	3836
338	+	1674803	1678625	3822
341	+	3275944	3279766	3822
342	-	1536994	1533158	3836
343	+	170645	174474	3829
344	-	3894793	3890958	3835
--------------------------------------------------------------------------------
Block #941
Seq_id	Strand	Start	End	Length
95	+	4164336	4166137	1801
99	+	1736395	1738196	1801
100	+	142718	144519	1801
102	+	2627783	2629584	1801
103	+	1846420	1848221	1801
105	-	936668	934868	1800
108	-	1787243	1785442	1801
110	+	450971	452772	1801
112	+	2123447	2125233	1786
114	+	2424449	2426250	1801
118	-	3092570	3090769	1801
119	-	3816383	3814582	1801
120	+	2193536	2195337	1801
121	-	1660064	1658263	1801
122	+	4409622	4411423	1801
123	+	4015708	4017509	1801
124	+	2080627	2082428	1801
127	+	589455	591256	1801
128	-	3014979	3013178	1801
130	-	33974	32173	1801
132	+	4287210	4289011	1801
134	+	2027137	2028938	1801
137	-	4563767	4561966	1801
139	-	4008091	4006290	1801
140	+	2088860	2090660	1800
141	-	2261749	2259948	1801
144	-	1665580	1663779	1801
145	+	2644389	2646190	1801
148	-	1032010	1030209	1801
149	-	1887285	1885485	1800
153	-	1701830	1700029	1801
154	-	1060468	1058667	1801
155	-	1743213	1741412	1801
157	-	4456377	4454577	1800
159	+	1589763	1591564	1801
160	+	1756291	1758092	1801
161	+	2543730	2545531	1801
163	+	2738425	2740225	1800
167	-	3075461	3073660	1801
168	+	3245984	3247785	1801
170	-	3903418	3901617	1801
171	+	2420245	2422046	1801
173	+	2466505	2468291	1786
175	-	1364832	1363031	1801
176	-	2225157	2223358	1799
179	+	1466523	1468324	1801
180	-	2378979	2377178	1801
183	-	1119498	1117697	1801
184	+	389756	391557	1801
185	-	1264015	1262214	1801
189	-	2219751	2217950	1801
192	+	4738600	4740401	1801
199	+	1972161	1973962	1801
200	-	1673690	1671889	1801
205	-	1858356	1856555	1801
207	-	1702390	1700589	1801
211	+	2245602	2248714	3112
214	-	3667720	3665934	1786
216	+	2324051	2325852	1801
217	-	941120	939320	1800
218	-	4888622	4886823	1799
219	+	1514232	1516033	1801
220	+	2542911	2544712	1801
221	-	1361273	1359472	1801
225	-	4686730	4684929	1801
227	-	4033003	4031202	1801
230	+	349993	351802	1809
233	+	703930	705731	1801
235	+	3826756	3828557	1801
238	-	4260897	4259098	1799
239	-	4288911	4287110	1801
240	+	1655201	1657002	1801
244	+	1957379	1959180	1801
245	+	1388535	1390336	1801
247	-	1098069	1096268	1801
249	-	1748756	1746955	1801
250	-	862050	860320	1730
252	+	3200276	3202076	1800
253	+	4342099	4343899	1800
257	+	3614868	3616669	1801
258	+	64799	66600	1801
260	-	3113602	3111804	1798
261	+	466297	468096	1799
262	+	2273160	2274961	1801
265	-	348137	346337	1800
266	+	2548977	2550778	1801
269	+	1494460	1496260	1800
272	+	362515	364316	1801
275	-	1670788	1668987	1801
276	-	1685467	1683666	1801
279	-	1286007	1284206	1801
282	-	2240676	2238875	1801
283	+	1587625	1589426	1801
285	-	1257198	1255397	1801
287	+	619950	621736	1786
288	-	1703803	1702002	1801
289	-	2191126	2189325	1801
290	+	584176	585977	1801
291	-	1741980	1740179	1801
292	-	2003525	2001724	1801
300	+	2520085	2521886	1801
301	-	1724498	1722697	1801
305	+	2534695	2536496	1801
308	-	1757612	1755811	1801
309	-	2011561	2009760	1801
310	+	2916019	2917820	1801
312	-	551357	549557	1800
316	-	345500	343699	1801
319	-	2449611	2447810	1801
320	+	1535127	1536928	1801
323	-	4096463	4094662	1801
324	+	901625	903426	1801
326	+	730271	732072	1801
327	-	1694080	1692279	1801
328	+	3253528	3255329	1801
329	+	629284	631085	1801
330	-	1681599	1679798	1801
331	-	3015497	3013698	1799
335	+	4326073	4327874	1801
338	+	1672711	1674512	1801
341	+	3273852	3275653	1801
342	-	1539085	1537284	1801
